commentor,comments,news
>Shelley Spaulding,">You want to know why there is so much terrorism in the world? Just look at these comments. No compassion, only intolerance. Hate breeds terrorism, yet people are just happy to keep feeding it.",>149 lives were lost after a suicide bomber targeted a political rally.
>Brigstocke Lexden,>It is no great surprise that the 1MDB scandal extends to China.,>A new twist in Malaysia's 
>Mohammad Ali,>And who the hell is still watching WWE in 21st century?,>The 
>Dave Prabhu,>They have Hall of Fame for pretend wrestling? Is there a Nobel prize for pretend scientific discoveries? If there is I just discovered the cure for everything. Where's my award??,>The 
>Ebony Jasmin Warren,>Nobody wins if nuclear weapons are used. Absolutely nobody,">10,000 movies of nuclear tests were secretly filmed during the Cold War. "
>Patrice Ligon,">My Dad worked with Civil Defense and we lived only a couple of hours from Washington, DC during the time when nuclear weapons were still things that were feared and weren't treated with the 'ho hum, whatever' attitude with which they are not treated. All of the major players i n US government have escape plans and safety shelters in place. You don't. You  never will. You are cannon fodder to them.",">10,000 movies of nuclear tests were secretly filmed during the Cold War. "
>Vishwas Tripathi,">Band karo band karo, khule me hagna band karo ",>Check out his pics...
>Su Mukherjee,>Foreign accent is OK but national attitude for development of the nation is essential instead of insensible remarks and comments.,">Piyush Goyal, while participating in a debate in Lok Sabha, had said that he did not understand the Congress leader's ""foreign accent""."
>Jayant Rajan,>The british accent to be precise,">Piyush Goyal, while participating in a debate in Lok Sabha, had said that he did not understand the Congress leader's ""foreign accent""."
>Sonu Sumit,>But no job 4 youth.,">India will continue to be the world's fastest-growing major economy, ahead of China."
>Mursalim Khan,>Ha a thik hain lekin growth Sirp ambani,">India will continue to be the world's fastest-growing major economy, ahead of China."
>Harit Kumar,">Another Burnol moment for chamcha and haters , and I don't knw y peaceful community hates him so much reason may be lack of education , aur yeh log aise hi karte rahw toh aise hi reh jayenge",>Former British Prime Minister David Cameron said that India is fortunate to have a leader like Narendra Modi who has a clear vision.
>Harsh Karn,>Nice,>India's popular dairy brand Amul in its latest Amul Tropical paid tribute to Croatian skipper Luka Modric.
>Harsh Karn,>Nice one...,">Family and friends come to cheer for Janhvi, Ishaan. See Pics!"
>Chiragi Amin,>God bless you ,>India's Best Dramebaaz judge Vivek Oberoi opens up on Sonali Bendre's cancer: Here is what he had to say
>Kasturi Mohanty Lali,>Get well soon sonali Madam ... ,>India's Best Dramebaaz judge Vivek Oberoi opens up on Sonali Bendre's cancer: Here is what he had to say
>Sujit Chakraborty,">Zee news , I don't know how to reach you. How to bring this news in your view. If any staff of zee news is viewing this then pls bring this news to your Editor-in-chief.",>Raate Diya Butake sung by Pawan Singh and Indu Sonali is penned and composed by Sumit Singh Chandravanshi and Chhote Baba respectively.
>Sujit Chakraborty,">Or pls someone, from annonimous, convey this APSC job for cash curruption matter to zee news or abp news or any national new's editor in chief",>Raate Diya Butake sung by Pawan Singh and Indu Sonali is penned and composed by Sumit Singh Chandravanshi and Chhote Baba respectively.
>Shankar Khatik Lasdawan,>श्री गोडसे जी ने कहा ही था कि आज की पीढ़ी मुझे नहीं समझेगी परन्तु आनेवाली पीढ़ी अवश्य मुझे समझेगी कि मैंने क्यों गांधी का वध किया l,>Is Anushka Shetty getting married to Prabhas? here is what her mother had o say about it.
>Milind Chaudhari,>68 साल में पहली बार देश का कोई बड़ा नेता शहीद चंद्रशेखर आजाद जी के उस घर पर गया जहां वे रहते थे! ,>Is Anushka Shetty getting married to Prabhas? here is what her mother had o say about it.
>Ajanta Kumayan Bisht,>Heart felt condolences on shanti ,>He was suffering from lung infection and was initially being treated for the same at an Agra hospital.
>Mrinmoy Chatterjee,>tomorrow Rahul Gandu will again get a moral victory.,>PM 
>Subhas Sarkar,>Ek Italian humlogoko control kar rahi hai .... Aur hum baithe baithe dekh rahe hai... Sharam aana chahiye humlogoko.,>PM 
>भारत की महान सेना,>Really disappointed with these film makers. Making a hero of a criminal. Court should not allow such movies to be made and released.,>Check out Sanju's latest Box office collection here
>Sachin Joshi,>The police the lawyers and those people who have fought for punishing have been hurt.,>Check out Sanju's latest Box office collection here
>Anirudh Chauhan,>Good,>Goa bans fish import from neighbouring states till July end - WATCH
>Rakesh Sarma,>In Assam also,>Goa bans fish import from neighbouring states till July end - WATCH
>Bob Sinha,>where? fire?,>Gizele Thakral and Monica Dogra's news Instagram posts are making the internet lose its mind: See pics
>Sanjay Biswas,>Ankita Kumari dekh Kahi tujhe to.ye bimari nahi hai .....,">If you are always on your phone, you might have a ""TEXTING ADDICTION"" which can cause some serious damage to your health: WATCH"
>Sofi Tanveer,>Bimar zee newz hae and your anchor's,">If you are always on your phone, you might have a ""TEXTING ADDICTION"" which can cause some serious damage to your health: WATCH"
>Adv Unni RN,>Might is power,">17-year-old Gaurav, a Class 10 student, was badly beaten to death by a group of students in a government school in Delhi."
>Adv Unni RN,">Poaching, is common in India",>6 pieces of ivory seized: This is the third seizure by DRI in West Bengal this year
>Nadeem Khan,>India ka sabse bakwaas channel chee news,>Monaisa is all set to make her Hindi TV debut with a super-natural show titled Nazar.
>Akshay Kumar,>Khate yaha ki hai...gaate waha ki hai....,>Dhawan took to Instagram and shared the family picture where Virushka can also be seen chilling along: SEE pic
>Prakash Moktan,>Modi’s pressure agenda...wipe out old foe completely .....,">CBI filed a fresh chargesheet in the Aircel-Maxis case against P Chidambaram, his son, Karti, and select government officials: Deets inside"
>Uttam Kumar Mondal,>This congi has destroyed our nation,">CBI filed a fresh chargesheet in the Aircel-Maxis case against P Chidambaram, his son, Karti, and select government officials: Deets inside"
