commentor,comments,news
>Pete Luff,>Glad he's ok. Probably tried to do a rail slide.,">A bus dangles precariously from a Madrid overpass after the driver reportedly lost control on his way to pick up concertgoers. No passengers were on the bus at the time, and the driver was safely rescued. "
>Trish Baucum,>Notice how Sanders says the media is going after every “little thing”? This is NOT a little thing. Trump sided with the KGB over the CIA. Follow the money folks! He is in debt to Putin &amp; his own sons have pointed out that they don’t need American banks cause they get their money from Russia!   Republicans are in serious trouble &amp; they brought it on themselves when they nominated this traitor.,>A head-spinning few days in the presidency of 
>Nitza Ramos-Calvo,">If I were a Republican I would start running the other way, far from Trump!",>A head-spinning few days in the presidency of 
>TJ Marsden,>Not if Russia influenced or hack their way into the voting results.,">Former UK Foreign Secretary Boris Johnson implored fellow lawmakers not to abandon Brexit, urging them to remember the initial enthusiasm for a sharp break from the European Union."
>Eduardo Sganzerla Ferreira,>Felipe Branco vagarosamente alguns países estão se dando conta que imigração descontrolada é perigosa.,>Hungary's foreign minister says his country will pull out of a 
>Natalie Elmira,>Hopefully The US too,>Hungary's foreign minister says his country will pull out of a 
>Doris Richardson,">Did they not watch the same telecast of Trump with Putin.We heard with our own ears what Trump said,even his friends and certain Republican members were upset!",">State Dept. spokeswoman Heather Nauert: Sec. of State Mike Pompeo ""has full confidence in U.S. intelligence agencies."""
>Wendy Murphy,">Deflect, deny, backstep, lie, the list goes on. They think they are playing the American voter, sadly they may fool some with their big words and promises, but not all, not all. The words are spreading ""Remember, Remember, Vote in November"".",">State Dept. spokeswoman Heather Nauert: Sec. of State Mike Pompeo ""has full confidence in U.S. intelligence agencies."""
>Everette Barbee,>THIS IS HOW THESE SOB'S DEMOCRATS TREAT THE PRESIDENT. HAS ANYBODY EVER HEARD OF CALLING IN A INTERPRETER TO TESTIFY TO CONGRESS?,>Sen. Jeanne Shaheen is leading the charge among her colleagues to bring in interpreter Marina Gross to talk to the Senate Foreign Relations Committee.
>Carolyn Gaddis,>Has anyone ever heard of a U.S. President kowtowing to a Russian dictator and not allowing any of his advisors to be in the room?,>Sen. Jeanne Shaheen is leading the charge among her colleagues to bring in interpreter Marina Gross to talk to the Senate Foreign Relations Committee.
>Ken Cunningham,>A confidential private meeting between 2 world leaders with a interpreter should be treated the same way as if they both speak the same language without a interpreter.  Forcing a interpreter to speak about what was said in the meeting would mean world leaders of different languages would never talk in a confidential setting and would be very bad for the world. The politicians that want this are dumb as a rock.,>Sen. Jeanne Shaheen is leading the charge among her colleagues to bring in interpreter Marina Gross to talk to the Senate Foreign Relations Committee.
>Rob Clewley,">Curry is a great humanitarian, a great player , and a patriot who has called out the Russian spy Donald Trump.",">""I have a corniness to me, a decent sense of humor and charm when I’m in front of the camera,"" Curry says. ""I just can’t do voices—that’s it. I’ve got to stay away from that."""
>Dick Petty,>Just dribble,">""I have a corniness to me, a decent sense of humor and charm when I’m in front of the camera,"" Curry says. ""I just can’t do voices—that’s it. I’ve got to stay away from that."""
>Karyn Sullivan,>I was on vacation in Ireland and praying for these boys!!! Checked in every day for updates!,">GOAL: During their first public appearance since being rescued, the 12 boys rescued from a cave in Thailand play a game of soccer with some of the Thai Navy SEALs who aided in the dramatic operation. "
>Trish Guarnery Lueken,>This gives me chills to see them doing so well. ,">GOAL: During their first public appearance since being rescued, the 12 boys rescued from a cave in Thailand play a game of soccer with some of the Thai Navy SEALs who aided in the dramatic operation. "
>Latoya Titman,>I guess if your the white color you could get away with just about anything,">""Should we be smiling?"" A high-speed chase through a Florida neighborhood ended in an unusual manner – with the suspects posing for a photo with their arresting officers. "
>Tracy Hughey,">It’s ok, she’s white.  We get different rules.  ",">""Should we be smiling?"" A high-speed chase through a Florida neighborhood ended in an unusual manner – with the suspects posing for a photo with their arresting officers. "
>Brett Thomas,">you mean.....in England they can actually confront the leader....whereas in America, trump hides behind sarah",">With support faltering, members of her own party, including her former Brexit secretary, felt emboldened to ask sharp questions about her way forward."
>Mellie Kaufman,>I liked Jeff Goldblum both in Jurassic Park and Independence Day.,">25-foot Jeff Goldblum statue pops up in London, recreating the actor's famous pose from Jurassic Park in honor of the film's 25th anniversary.  "
>Maura Nestor Haverly,>at least it's not The Fly,">25-foot Jeff Goldblum statue pops up in London, recreating the actor's famous pose from Jurassic Park in honor of the film's 25th anniversary.  "
>Morgan Orlins,">Brooks Robinson was awesome! I saw him play at Metropolitan Stadium, Bloomington Minnesota!",">25-foot Jeff Goldblum statue pops up in London, recreating the actor's famous pose from Jurassic Park in honor of the film's 25th anniversary.  "
>Max Walker,>My brother is named after Brooks Robinson: Brooks Walker,">25-foot Jeff Goldblum statue pops up in London, recreating the actor's famous pose from Jurassic Park in honor of the film's 25th anniversary.  "
>Jessica Mn,>Sounds like denial.,">Five years after Glee star Cory Monteith's death, his mother Ann McGregor said that a ""massive"" amount of dental work her son underwent in the weeks leading up to his death may be partly to blame."
>Kim Cuc Nguyen,>Could it also be her pushing him all his life too.  I was very disappointed seeing his fiancé out promoting her stuffs shortly after his death.,">Five years after Glee star Cory Monteith's death, his mother Ann McGregor said that a ""massive"" amount of dental work her son underwent in the weeks leading up to his death may be partly to blame."
>Holly Anne Simpson,">I am so sorry for your loss. If you all have small kids around a pool, lake, or ocean a life jacket is great.",">""I pray to God no other parent feels this pain."""
>Dolores Chambers,>My heart,">""I pray to God no other parent feels this pain."""
>Rosa M Spegar,">What aggressive people? Trumpski doesn’t even know where Montenegro is? The Russians are still actively trying to buy property there. It’s a tiny country on the Adriatic beautiful but Putin had a plan as he has for all of the Balkans. Geeze Trumpski, you must have failed Geography 101",>Russia was irked when Montenegro joined 
>Medi Cereno,>Montenegro is a small and beautiful country. I have been to this country and found the people to be nice and hospitable. How can a small country with less that a million population start WWIII?,>Russia was irked when Montenegro joined 
>Karen Moore Psinas Carrigan,">I heard,an interview with one of the boys.  He said his parents (father?) didn't know they were  going to the cave...only that they were playing soccer.  Is this true?",">As days slipped by, they spent the time digging into the wall, believing they might be able to tunnel out."
>Keo Anuttsara Halsema,>They’re very humble and very good boy. Can’t wait how they are future goes. Lucky 13. ,">As days slipped by, they spent the time digging into the wall, believing they might be able to tunnel out."
>Christy Wood Thompson,>Perhaps if he can't articulate what he means then he shouldn't be leader of the free world.,>NEW: Press Sec. Sarah Sanders says Pres. 
>Celeste Petika Wilkinson,>How come the stable genius with the best words can not say what he means?,>NEW: Press Sec. Sarah Sanders says Pres. 
>Cheryl Wellinger- LaBonte,>Are you kidding me? A press conference about a shark bit .... Can we talk about the sharks in the White House??,">We're on Long Island, New York as officials hold a press conference on possible shark attack at Fire Island. "
>Royanna Hohl Fritschmann,>Shark attacks happen in California and they don’t have press conferences,">We're on Long Island, New York as officials hold a press conference on possible shark attack at Fire Island. "
>Diana King,>Trump is putting Americans in danger when foreign intelligence will hesitate sharing information to the US.  Trump is committing treason in our face and his supporters and Russians are smiling.,">John Cohen, former acting DHS undersecretary, tells "
